workspace_path,file_name,vendor_id,vendor,parser_family,processing_role,expected_action,sha256,hash_match,parser_function,classified_parser_family,classification_status,classifier_confidence,mapping_match,report_status,review_required,validation_status,record_count,posting_count,line_item_count,normalized_total,currency,schema_failed_count,failed_checks,error
Accounting Project\Sample Reports\New Sensations Inc. - DVD - Emailed\April 2026\VISN 4-26.xlsx,VISN 4-26.xlsx,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,,557d1902003b070974c966d8845ab3ce587fe74548e4ee3d6a915bc1f1e10dbf,yes,parseNewSensationsWorkbook,xlsx_new_sensations_paid,matched_manifest,1.0,yes,ready,false,passed,149,1,148,2279.92,USD,0,,
Accounting Project\Sample Reports\OMNet AG (Orgazmik) - VOD - Emailed\January to April 2026\NMG-2026-01.xlsx,NMG-2026-01.xlsx,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,,4b2e9b5b919187ec870daa12f76e21a57012980c14144ca094d6d9b0888008bf,yes,parseKnownDocumentSample,xlsx_embedded_image_omnet,matched_manifest,1.0,yes,review,true,warning,2,1,1,299.99,USD,0,,
Accounting Project\Sample Reports\OMNet AG (Orgazmik) - VOD - Emailed\January to April 2026\NMG-2026-02.xlsx,NMG-2026-02.xlsx,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,,9ffa34d29fbc92a0edb23910caf1b3a2b81c1ad56eb81264e7541277b040b54d,yes,parseKnownDocumentSample,xlsx_embedded_image_omnet,matched_manifest,1.0,yes,review,true,warning,2,1,1,220.28,USD,0,,
Accounting Project\Sample Reports\OMNet AG (Orgazmik) - VOD - Emailed\January to April 2026\NMG-2026-03.xlsx,NMG-2026-03.xlsx,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,,b15595e247fd7cabcb9a069b89a2fa7562bf49e3552a9afaeef2ae45ff7e3a21,yes,parseKnownDocumentSample,xlsx_embedded_image_omnet,matched_manifest,1.0,yes,review,true,warning,2,1,1,195.56,USD,0,,
Accounting Project\Sample Reports\OMNet AG (Orgazmik) - VOD - Emailed\January to April 2026\NMG-2026-04.xlsx,NMG-2026-04.xlsx,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,,80709e854bd124de6ae901beec169ae8dc139efafc6de5c5223fbb1bee2d2460,yes,parseKnownDocumentSample,xlsx_embedded_image_omnet,matched_manifest,1.0,yes,review,true,warning,2,1,1,106.86,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\BM Apr2026.xlsx,BM Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,9ad9133fbb3d28c642c289dc540f2e370b2f3f93f6f6912c638b6ca7e97c64f9,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,16.705,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\Carnal Media 2 Apr2026.xlsx,Carnal Media 2 Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,f9e934a1241ad7af3f4191121987f59f65873dbd969a6052d1ada78dd3ff7380,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,244.105,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\Carnal Media Apr2026.xlsx,Carnal Media Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,28907b12697881ba4e2da16ec2bec72ec1dd7d5bc50e44159b1466fa291963b1,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,6331.6285,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\DW - Apr2026.xlsx,DW - Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,a371eec884a4c4cb2c790e7ebe7057a1157d3634bf43e9280e0bdf252411a718,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,49.661,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\FKing Apr2026.xlsx,FKing Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,74e2b87abe63d6f61f795f914a5fb77b10a62c26db80d16e38d360166a6bbd4c,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,1109.279,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\JRCP Apr2026.xlsx,JRCP Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,e474ff73c3418a19ff13874aa7e7bcd15d57efeb16343fb0aeb761060396afb9,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,25.05,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\JRock Apr2026.xlsx,JRock Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,86641808824951ee1467c5e1c5201888038ee5c6157c272f303fc6296490ea86,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,39.665,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\Karups Apr2026.xlsx,Karups Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,355de714087d770ffbbd68d642191571111c8cffb1f377ffee7225b974c46b7d,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,1757.0005,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\Lustery Apr2026.xlsx,Lustery Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,10085cd26169a5f467b93e58aa603378b1160a7e40954ad0bd532cd9ec0fc6c4,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,763.931,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\MAX Apr2026.xlsx,MAX Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,63dc89c5e60337304ddccfaf72188754c7334bfa64c24acb0ef1142a848eb32b,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,3113.52,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\MormonB G BN Apr2026.xlsx,MormonB G BN Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,eed09c5d9482c280cb84ae371220843cb0b13849e0133a4df32e98846407419c,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,5833.8325,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\NSFW Apr2026.xlsx,NSFW Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,803a002346f34c7c390eb6adab860dd772dcacbacd5d607ae85dcf4fbcb58590,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,13.22,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\NubileFilms Apr2026.xlsx,NubileFilms Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,74eaa79a472a6da8a98cb8fd52037f76839ae2a0d69b09e07fb92a767f58124b,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,3584.006,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\Nubiles.net Apr2026.xlsx,Nubiles.net Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,1514f68087cbe0f791129ef64c623e0fe7104ce56ff121fe38a5fcf61274c35a,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,9020.2355,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\NVG Apr2026.xlsx,NVG Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,4c9d518533bca8b5458d4709cc87a708c209f488d134fdd398c4053a6e681fdd,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,suppressed,true,warning,1,1,1,-1305.8785,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\Paper Street Apr2026.xlsx,Paper Street Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,481bd5b8463ee784af6fb3c61e215a639999b818477b4f02c148b3a760b0e37a,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,14341.05,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\PornPros New Apr2026.xlsx,PornPros New Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,112063254713e57040cec47a72661f000e921164a9359597cd64587c94fa0e17,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,9201.8685,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\ProS Apr2026.xlsx,ProS Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,e7b5faa7d33565a99fefcdc5308735547443ee2ae8e6a1e1c3d4a913acc8908e,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,764.1475,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\PSP Apr2026.xlsx,PSP Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,60145e2cf1f88f5c16d446966c3a2acd87f616f0ffb86929087306ef3cb6b185,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,1625.878,USD,0,,
Accounting Project\Sample Reports\Pulse Distribution - DVD - Emailed\April 2026\TrueX2 Apr2026.xlsx,TrueX2 Apr2026.xlsx,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,,9457ec015d9ce5168a6e94084afbabc8ff6a9051e082e5af7590a3886d7a8500,yes,parsePulseWorkbook,xlsx_pulse_cumulative_balance,matched_manifest,1.0,yes,ready,false,passed,1,1,1,4.173,USD,0,,
Accounting Project\Sample Reports\Sonifi Solutions -Emailed\statement-46380-NMGMEDIA (1).docx,statement-46380-NMGMEDIA (1).docx,sonifi,Sonifi Solutions,docx_sonifi_statement,primary_source,,4a6aa40c175e9a999dbc0e8b75801156754bcfaae7af9134cb8cf2ca59d56ee2,yes,parseKnownDocumentSample,docx_sonifi_statement,matched_manifest,1.0,yes,blocked,true,warning,14,0,14,1415.76,USD,0,,
Accounting Project\Sample Reports\WMM Holdings LLC (AEBN) - VOD - Downloaded\April 2026\Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,aebn,WMM Holdings LLC (AEBN),xlsx_aebn_title,primary_source,,a25f6532c57199a665292f92a6dcbed56948bf72cde990d1b856ca49054c2f0a,yes,parseAebnTitleWorkbook,xlsx_aebn_title,matched_manifest,1.0,yes,ready,true,warning,2107,31,2076,7097.6,USD,0,,
