workspace_path,file_name,vendor_id,vendor,parser_family,processing_role,expected_action,sha256,hash_match,parser_function,classified_parser_family,classification_status,classifier_confidence,mapping_match,report_status,review_required,validation_status,record_count,posting_count,line_item_count,normalized_total,currency,schema_failed_count,failed_checks,error
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\canal-orange\report_RAW ATTACK NMG_CanalPlay_2026_02.xlsx,report_RAW ATTACK NMG_CanalPlay_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,c041d62452a9adf45b0e515e3968e55e2e5e232d7dd056d91273906f7d57f536,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,9,1,8,28.225,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\canal-orange\report_TEAM SKEET NMG_CanalPlay_2026_02.xlsx,report_TEAM SKEET NMG_CanalPlay_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,1720cae08fd0c36eaacd692c469a8079e9a95fe2e912c2b895c01ddf22024a8a,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,12,1,11,74.225,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\canal-orange\report_TRUEX NMG_CanalPlay_2026_02.xlsx,report_TRUEX NMG_CanalPlay_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,76eec3e0c618b0f0d1c27b3a84e5842b779ffea6b767ab0f0268decebcecb62f,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,4,1,3,3.615,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\netgem\report_CRAVE NMG_Netgem_2026_02.xlsx,report_CRAVE NMG_Netgem_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,1074201c9b7b229a1e56c79b67f942a61849dd539f0fdda94bd82fa7b32e7ea0,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,2,1,1,1.39,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\netgem\report_NUBILE FILMS NMG_Netgem_2026_02.xlsx,report_NUBILE FILMS NMG_Netgem_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,8ae42bfc0de23e7f6e5306c3587de3d0dcbfcf8441ff2a11fd795b1014dfbed2,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,4,1,3,32.055,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\netgem\report_TEAM SKEET NMG_Netgem_2026_02.xlsx,report_TEAM SKEET NMG_Netgem_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,d651e2e2225b5d102eb7351d132aaeb755eef84a4f85482ce40a7c8af91a5cdf,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,2,1,1,3.83,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_CRAVE NMG_Proximus_2026_02.xlsx,report_CRAVE NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,28b52e647c76b8df1ab46362a0f94b312799f33260064b95f6c5789126af1868,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,3,1,2,14.385,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_FILTHY KINGS NMG_Proximus_2026_02.xlsx,report_FILTHY KINGS NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,7453ab68326baff149297e880d2d245d54ae275ebd5c8d1806f3fe94f4268fb1,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,5,1,4,5.295,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_GROOBY NMG_Proximus_2026_02.xlsx,report_GROOBY NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,7f253e502ac317ccd17920a203bf50cb814f46eea9702f6993607a06541a2faa,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,9,1,8,12.715,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_MATURE XXX NMG_Proximus_2026_02.xlsx,report_MATURE XXX NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,cff4e13e9dc0d5ade018cdb3dfcbf2aaaeb2f2dc34263040626ca5b838d7ff69,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,7,1,6,27.8,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_MYLF NMG_Proximus_2026_02.xlsx,report_MYLF NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,d475e8757a8ad885d67f8093e9f31b355fbed8224b570be4feb229337ac55ec9,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,9,1,8,68.045,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_NUBILE FILMS NMG_Proximus_2026_02.xlsx,report_NUBILE FILMS NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,0f459de0880fa7acf9f53695e4d657e06e89c566e4279992b38e24e570cda324,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,13,1,12,48.71,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.xlsx,report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,1102c103062b3a4577e651a78d63502bd802893925c1037498d416d3607f207e,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,9,1,8,27.98,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_PURE PASSION NMG_Proximus_2026_02.xlsx,report_PURE PASSION NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,8c5515e2c961347545e1490f462ea54c1fd1d8721e44d0fbc1237cbc7559d0cf,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,9,1,8,69.985,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_RAW ATTACK NMG_Proximus_2026_02.xlsx,report_RAW ATTACK NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,d84b1ad279904b48079364d9d548f320acd7e038c7b66a0c7a8362720272c093,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,13,1,12,58.255,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_TEAM SKEET NMG_Proximus_2026_02.xlsx,report_TEAM SKEET NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,b36ace7c75c7e6eb4aba6e4735f5fbffd0cd14c42a32eca644db40ee5a4da0b3,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,13,1,12,68.485,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_TRUEX NMG_Proximus_2026_02.xlsx,report_TRUEX NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,ccf4e8beb8bc9689c5cc568914eede3033341a5e9f2353c208605c4adf8e65d4,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,9,1,8,41.48,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\02-2026\proximus\report_VISION FILMS NMG_Proximus_2026_02.xlsx,report_VISION FILMS NMG_Proximus_2026_02.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,9295d61d28dd56a091056ba2f138e171da30fc5bb28f84c1ad3aad7c58a03fe4,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,5,1,4,21.62,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_CRAVE NMG_CanalPlay_2026_03.xlsx,report_CRAVE NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,037e76c72809450fc704f4be6d414e2e0403ad00d1ee9bdeea46c62f85569245,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,5,1,4,9.19,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_FILTHY KINGS NMG_CanalPlay_2026_03.xlsx,report_FILTHY KINGS NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,79b075cce631e4df98b7a2fcc3b17e98a6d2e18b3d616171610e8b15864b9bf9,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,4,1,3,2.74,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_GROOBY NMG_CanalPlay_2026_03.xlsx,report_GROOBY NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,611864006472c560344cf8748507bb012c5da520b21456d15acc71b22f6b06dd,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,21,1,20,100.945,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_MATURE XXX NMG_CanalPlay_2026_03.xlsx,report_MATURE XXX NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,6e8e9b8b2ac918f67254cb14ec9f1ac4969a386e565bd30e3706e1382f1c171e,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,9,1,8,20.68,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_MYLF NMG_CanalPlay_2026_03.xlsx,report_MYLF NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,7180a3215825d3898fb3b0f32b7455cb0f03b02af0d2b09079d9c4ef2674d0a2,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,24,1,23,118.56,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_NUBILE FILMS NMG_CanalPlay_2026_03.xlsx,report_NUBILE FILMS NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,38d84436007eebad0200ef41321def76a3881fde5adc24d5ceffe825de981c97,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,18,1,17,127.34,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.xlsx,report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,7feaf3bac42c96456f1649a0a768a713da3fdb8bfc609ccd8a8fcf315b143109,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,9,1,8,127.86,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_PURE PASSION NMG_CanalPlay_2026_03.xlsx,report_PURE PASSION NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,29f051972b7822756d77467feee2fcd2737a2d3c49222c046c3aaa64d7062da2,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,4,1,3,4,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_RAW ATTACK NMG_CanalPlay_2026_03.xlsx,report_RAW ATTACK NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,9b4a9d3b7933e381422799e7f24a20ee431a2ca5b64f7e01836db82e11755bda,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,14,1,13,38.15,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_TEAM SKEET NMG_CanalPlay_2026_03.xlsx,report_TEAM SKEET NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,3eeec1d34ab9ab132a99a7f97277c0b7cfeecaa53341b4438494ab242f84e401,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,15,1,14,31.445,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_TRUEX NMG_CanalPlay_2026_03.xlsx,report_TRUEX NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,fc9ce4cf2a769efbf70a6b5d79155f6c2641dff0e1df8bf7bec02203201aca78,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,8,1,7,45.955,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\canal-orange\report_VISION FILMS NMG_CanalPlay_2026_03.xlsx,report_VISION FILMS NMG_CanalPlay_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_canal,primary_source,,3b2833c7edcc98e35936cf9753b93e92be05b1ff6c8c18a66c3486b5e1dc0b75,yes,parseHpgWorkbook,xlsx_hpg_canal,matched_manifest,1.0,yes,review,true,warning,7,1,6,37.22,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_CRAVE NMG_Netgem_2026_03.xlsx,report_CRAVE NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,950da32752e471a17e246ae7e2c7da08e78cef0d5c677cd8f6e4a40bb754a6aa,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,2,1,1,1.915,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_FILTHY KINGS NMG_Netgem_2026_03.xlsx,report_FILTHY KINGS NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,59d6e7fcfeeeec2b7229195804f70e2b3875ff8bff235d49c20d003d5ff4ddff,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,7,1,6,87.37,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_GROOBY NMG_Netgem_2026_03.xlsx,report_GROOBY NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,f6b3d91c6873af75a875d081ff670ac8f41cff7a6a583432ddeccc47cfeb4d4d,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,6,1,5,40.72,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_MATURE XXX NMG_Netgem_2026_03.xlsx,report_MATURE XXX NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,b7844b303bea5efd19a227e728d0ef4efadc16b48f3b8e624a8763983fabbb6d,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,6,1,5,65.265,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_MYLF NMG_Netgem_2026_03.xlsx,report_MYLF NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,67f7e155c65ef6f351b19504aa6dbb38ace512ec21583dee96aa9c9c01ab49e1,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,4,1,3,37.78,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_NUBILE FILMS NMG_Netgem_2026_03.xlsx,report_NUBILE FILMS NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,37a6b92b48e4f21f101cbc9e9b282bdae35e28104a75f9993b1677547ed3e4b4,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,3,1,2,9.05,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_PORN PRO NMG_Netgem_2026_03.xlsx,report_PORN PRO NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,f384d29200437b50afe3cdbf143f1097e1251bce824cd8f187b5fe4f9fedcd59,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,4,1,3,42.11,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\netgem - Please Process\report_TRUEX NMG_Netgem_2026_03.xlsx,report_TRUEX NMG_Netgem_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_netgem,primary_source,,60ff69261251e2a3ff5120eff09f3b52d64090c3863cac50ba6a23c9e42b7bb0,yes,parseHpgWorkbook,xlsx_hpg_netgem,matched_manifest,1.0,yes,review,true,warning,3,1,2,3.305,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_CRAVE NMG_Proximus_2026_03.xlsx,report_CRAVE NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,330d60f5a764d0248b2a126bc1eccccdea3dfda115af584c40cea93dba2594bb,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,3,1,2,9.005,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_FILTHY KINGS NMG_Proximus_2026_03.xlsx,report_FILTHY KINGS NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,57f9a582dea23cbc9cad0c89b257385db89837b0d37a767ef244f0b61a647951,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,13,1,12,96.73,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_GROOBY NMG_Proximus_2026_03.xlsx,report_GROOBY NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,33843910fb94e503724b6f525b8ecf8c16722e0dd66bbba5b4aa3374c88b2112,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,8,1,7,43.955,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_MATURE XXX NMG_Proximus_2026_03.xlsx,report_MATURE XXX NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,9c5b2ada4cc601dab6fa3770510f83aa54744979cfec5c43b60815c9c1ee31d8,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,12,1,11,232.735,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_MYLF NMG_Proximus_2026_03.xlsx,report_MYLF NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,2d4cca5ce240cd64c1671186f1fad7d6b98b63f19304d779eb90f413de4246fc,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,17,1,16,164.245,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_NUBILE FILMS NMG_Proximus_2026_03.xlsx,report_NUBILE FILMS NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,a8f9e7846b28c69846ac43bd32222f4a3eace7b30140422dbcac0ada0f608146,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,13,1,12,61.435,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.xlsx,report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,843c607247c1a959e26c3aacfc4c133ad542b7f8eb3e73eca4ebd18e1aa65bed,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,8,1,7,26.66,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_PURE PASSION NMG_Proximus_2026_03.xlsx,report_PURE PASSION NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,2f5aaae5240f0b5c6da54f2c6c9c63bfcd731438c02a4ff3792b4316fb894dbc,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,12,1,11,40.955,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_RAW ATTACK NMG_Proximus_2026_03.xlsx,report_RAW ATTACK NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,4d3c5bbe1d4e5973d87abd14fc5e8f5fb1e44f1fa8eca809a5373c9507ff09da,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,12,1,11,43.065,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_TEAM SKEET NMG_Proximus_2026_03.xlsx,report_TEAM SKEET NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,349938a38a569ca4968b7e728a6146a308c146f38438b4725e063eb69d421e56,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,12,1,11,58.42,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_TRUEX NMG_Proximus_2026_03.xlsx,report_TRUEX NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,c6b079c27a5ea3ca56b86635af085b468f1aa8a1dc986969d7a820d2e1de2fd8,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,7,1,6,87.55,EUR,0,,
Accounting Project\Sample Reports\HPG - Licensing - Google Drive\March 2026 last quarter reports\03-2026\proximus - Please Process\report_VISION FILMS NMG_Proximus_2026_03.xlsx,report_VISION FILMS NMG_Proximus_2026_03.xlsx,hpg,HPG Production,xlsx_hpg_proximus,primary_source,,2d79750da1d45bd2a9d7bc1357d74769187da206b44e503a5eb3c0e2a993d8d2,yes,parseHpgWorkbook,xlsx_hpg_proximus,matched_manifest,1.0,yes,review,true,warning,5,1,4,24.54,EUR,0,,
Accounting Project\Sample Reports\KNPB Media BV (DVD Erotik) - VOD - Emailed\April 2026\credit-note_6700_2026-05-12_New_Media_Group__Inc_.xlsx,credit-note_6700_2026-05-12_New_Media_Group__Inc_.xlsx,knpb,KNPB Media BV,xlsx_knpb_credit_note,primary_source,,952d8b086c4e04a959b8988d318dcf19e16446579ac64ffa10346264eb705634,yes,parseKnpbWorkbook,xlsx_knpb_credit_note,matched_manifest,1.0,yes,ready,false,passed,2168,29,2139,16257.5,EUR,0,,
Accounting Project\Sample Reports\Level5 Media GmbH (Veegaz) - VOD - Emailed\Entered\April 2025\C-2026-0476.pdf,C-2026-0476.pdf,level5,Level5 Media GmbH,pdf_level5_credit_note,primary_source,,ab74f84f561e0db68a196eeab23deebc135ee49d481e87d9d458be5fc5689200,yes,parseKnownDocumentSample,pdf_level5_credit_note,matched_manifest,1.0,yes,ready,false,passed,6,3,3,270.36,EUR,0,,
Accounting Project\Sample Reports\New Sensations Inc. - DVD - Emailed\April 2026\LHFS 4-26.xlsx,LHFS 4-26.xlsx,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,,447c94ff18c450c5d2a483e038b0580ebec9764c9ed6ba385e0247e11dcf5b5e,yes,parseNewSensationsWorkbook,xlsx_new_sensations_paid,matched_manifest,1.0,yes,ready,false,passed,15,1,14,182,USD,0,,
Accounting Project\Sample Reports\New Sensations Inc. - DVD - Emailed\April 2026\LWI-DEEP 4-26.xlsx,LWI-DEEP 4-26.xlsx,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,,84132e4938774c50cffb5dd4cff6f7aad26fb8d07f395b970dd19982352bc57c,yes,parseNewSensationsWorkbook,xlsx_new_sensations_paid,matched_manifest,1.0,yes,ready,false,passed,61,1,60,1468.25,USD,0,,
Accounting Project\Sample Reports\New Sensations Inc. - DVD - Emailed\April 2026\MYLF 4-26.xlsx,MYLF 4-26.xlsx,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,,0a56becc9b85f4b0d056110745dc1ba85fb7aa28663106c05c63086e965622e9,yes,parseNewSensationsWorkbook,xlsx_new_sensations_paid,matched_manifest,1.0,yes,ready,false,passed,180,1,179,4099.9,USD,0,,
Accounting Project\Sample Reports\New Sensations Inc. - DVD - Emailed\April 2026\PURE 4-26.xlsx,PURE 4-26.xlsx,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,,850053ea2544952f4b011831cc35ecc984461276ee2fb3eec22661b5d9114cb9,yes,parseNewSensationsWorkbook,xlsx_new_sensations_paid,matched_manifest,1.0,yes,ready,false,passed,313,1,312,5297.14,USD,0,,
